,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Split-Encoded
2359,337,4,337-4,Leaf,,,,,0.228833392,1.57506299,
2360,337,5,337-5,Leaf,,,,,0.0569628924,82.0424728,
2361,337,6,337-6,Leaf,,,,,-0.0964308754,19.4054031,
2362,338,0,338-0,f1027,0.5,338-1,338-2,338-1,3.66235089,145.657822,b100
2363,338,1,338-1,f28184,-0.5,338-3,338-4,338-3,3.7805512,128.200729,b001
2364,338,2,338-2,f8488,0.5,338-5,338-6,338-5,0.515402317,17.4570923,b100
2365,338,3,338-3,Leaf,,,,,-0.120671839,16.1936321,
2366,338,4,338-4,Leaf,,,,,0.0303495675,112.007095,
2367,338,5,338-5,Leaf,,,,,-0.146144882,16.2101421,
2368,338,6,338-6,Leaf,,,,,0.0319126137,1.24695015,
2369,339,0,339-0,f35635,-0.5,339-1,339-2,339-1,4.12576389,203.633698,b001
2370,339,1,339-1,f35351,0.5,339-3,339-4,339-3,4.00324202,82.6090851,b100
2371,339,2,339-2,f9041,0.5,339-5,339-6,339-5,4.2056756,121.02462,b100
2372,339,3,339-3,Leaf,,,,,0.0199409947,68.5643158,
2373,339,4,339-4,Leaf,,,,,0.191215724,14.0447626,
2374,339,5,339-5,Leaf,,,,,-0.0537928306,109.662575,
2375,339,6,339-6,Leaf,,,,,0.131008878,11.3620501,
2376,340,0,340-0,f27088,0.5,340-1,340-2,340-1,4.1988039,276.901917,b100
2377,340,1,340-1,f3977,0.5,340-3,340-4,340-3,4.71061897,230.697891,b100
2378,340,2,340-2,f27730,-0.5,340-5,340-6,340-5,3.63711381,46.2040367,b001
2379,340,3,340-3,Leaf,,,,,-0.0250639096,222.494766,
2380,340,4,340-4,Leaf,,,,,0.19401148,8.20311832,
2381,340,5,340-5,Leaf,,,,,0.288280398,5.63679028,
2382,340,6,340-6,Leaf,,,,,0.0467456691,40.5672455,
2383,341,0,341-0,f4756,0.5,341-1,341-2,341-1,6.6262784,511.569489,b100
2384,341,1,341-1,f37331,0.5,341-3,341-4,341-3,6.76979208,429.116852,b100
2385,341,2,341-2,f6289,0.5,341-5,341-6,341-5,4.06231785,82.4526291,b100
2386,341,3,341-3,Leaf,,,,,0.00693174964,329.13504,
2387,341,4,341-4,Leaf,,,,,-0.0818467289,99.9818192,
2388,341,5,341-5,Leaf,,,,,0.104895674,71.1860809,
2389,341,6,341-6,Leaf,,,,,-0.0833875835,11.2665472,
2390,342,0,342-0,f22491,-0.5,342-1,342-2,342-1,4.39594841,308.194305,b001
2391,342,1,342-1,f13026,0.5,342-3,342-4,342-3,3.16294646,57.1453552,b100
2392,342,2,342-2,f40577,0.5,342-5,342-6,342-5,5.35912085,251.04895,b100
2393,342,3,342-3,Leaf,,,,,-0.0882494301,55.1445618,
2394,342,4,342-4,Leaf,,,,,0.230792865,2.00079179,
2395,342,5,342-5,Leaf,,,,,-0.011483511,172.327148,
2396,342,6,342-6,Leaf,,,,,0.0825314671,78.7218094,
2397,343,0,343-0,f3799,0.5,343-1,343-2,343-1,4.36609268,217.297043,b100
2398,343,1,343-1,f1291,0.5,343-3,343-4,343-3,6.81630421,162.943008,b100
2399,343,2,343-2,f44237,0.5,343-5,343-6,343-5,3.9308517,54.3540306,b100
2400,343,3,343-3,Leaf,,,,,-0.0521618612,133.157822,
2401,343,4,343-4,Leaf,,,,,0.104430683,29.7851868,
2402,343,5,343-5,Leaf,,,,,-0.00131900457,29.1727619,
2403,343,6,343-6,Leaf,,,,,0.158759713,25.1812668,
2404,344,0,344-0,f1274,0.5,344-1,344-2,344-1,5.11222076,174.773666,b100
2405,344,1,344-1,f2864,0.5,344-3,344-4,344-3,4.96115303,123.233284,b100
2406,344,2,344-2,f38,0.5,344-5,344-6,344-5,4.04823875,51.54039,b100
2407,344,3,344-3,Leaf,,,,,-0.0485213101,113.529442,
2408,344,4,344-4,Leaf,,,,,0.165270999,9.70384407,
2409,344,5,344-5,Leaf,,,,,0.135782093,35.7868347,
2410,344,6,344-6,Leaf,,,,,-0.0436961763,15.7535572,
2411,345,0,345-0,f15043,0.5,345-1,345-2,345-1,4.71185637,320.926117,b100
2412,345,1,345-1,f41840,-0.5,345-3,345-4,345-3,4.74964666,306.576843,b001
2413,345,2,345-2,f17576,0.5,345-5,345-6,345-5,2.51215935,14.3492651,b100
2414,345,3,345-3,Leaf,,,,,0.03564943,131.570267,
2415,345,4,345-4,Leaf,,,,,-0.0395427682,175.006577,
2416,345,5,345-5,Leaf,,,,,0.212057084,12.3296795,
2417,345,6,345-6,Leaf,,,,,-0.107279785,2.01958609,
2418,346,0,346-0,f5077,0.5,346-1,346-2,346-1,4.11878395,196.885452,b100
2419,346,1,346-1,f30959,-0.5,346-3,346-4,346-3,3.57688975,185.153152,b001
2420,346,2,346-2,f32201,-0.5,346-5,346-6,346-5,1.26453137,11.7323122,b001
2421,346,3,346-3,Leaf,,,,,0.106098115,20.0862923,
2422,346,4,346-4,Leaf,,,,,-0.0250926148,165.066849,
2423,346,5,346-5,Leaf,,,,,-0.0758003294,1.21497273,
2424,346,6,346-6,Leaf,,,,,0.198089927,10.5173397,
2425,347,0,347-0,f29533,0.5,347-1,347-2,347-1,4.53473234,240.951614,b100
2426,347,1,347-1,f35247,0.5,347-3,347-4,347-3,3.82042694,179.572128,b100
2427,347,2,347-2,f41568,0.5,347-5,347-6,347-5,4.25726128,61.3794861,b100
2428,347,3,347-3,Leaf,,,,,-0.0104965838,155.306763,
2429,347,4,347-4,Leaf,,,,,-0.136374012,24.2653618,
2430,347,5,347-5,Leaf,,,,,0.110641807,46.0703697,
2431,347,6,347-6,Leaf,,,,,-0.0681975931,15.3091145,
2432,348,0,348-0,f35250,0.5,348-1,348-2,348-1,2.8560915,139.953705,b100
2433,348,1,348-1,f34544,0.5,348-3,348-4,348-3,3.24600649,94.1059723,b100
2434,348,2,348-2,f34433,0.5,348-5,348-6,348-5,2.98732424,45.8477287,b100
2435,348,3,348-3,Leaf,,,,,-0.0567613468,77.6722412,
2436,348,4,348-4,Leaf,,,,,0.0865481496,16.4337311,
2437,348,5,348-5,Leaf,,,,,0.104230657,33.8534317,
2438,348,6,348-6,Leaf,,,,,-0.0653854683,11.994297,
2439,349,0,349-0,f439,0.5,349-1,349-2,349-1,3.46512532,142.846832,b100
2440,349,1,349-1,f22519,0.5,349-3,349-4,349-3,3.65421772,118.726067,b100
2441,349,2,349-2,f3000,0.5,349-5,349-6,349-5,1.49641275,24.1207676,b100
2442,349,3,349-3,Leaf,,,,,0.0423695259,92.0948639,
2443,349,4,349-4,Leaf,,,,,-0.0819059312,26.631197,
2444,349,5,349-5,Leaf,,,,,-0.127380788,22.8598537,
2445,349,6,349-6,Leaf,,,,,0.138506889,1.26091349,
2446,350,0,350-0,f32201,-0.5,350-1,350-2,350-1,3.66974187,201.080795,b001
2447,350,1,350-1,f12722,0.5,350-3,350-4,350-3,2.75407743,68.5520325,b100
2448,350,2,350-2,f28913,-0.5,350-5,350-6,350-5,4.44018936,132.528763,b001
2449,350,3,350-3,Leaf,,,,,-0.0679877549,66.5335236,
2450,350,4,350-4,Leaf,,,,,0.226736724,2.01851344,
2451,350,5,350-5,Leaf,,,,,0.163519517,17.9052677,
2452,350,6,350-6,Leaf,,,,,0.00653303368,114.623489,
2453,351,0,351-0,f23631,0.5,351-1,351-2,351-1,4.09024668,274.498413,b100
2454,351,1,351-1,f35464,-0.5,351-3,351-4,351-3,3.0606246,97.4206238,b001
2455,351,2,351-2,f32187,0.5,351-5,351-6,351-5,4.7134757,177.077789,b100
2456,351,3,351-3,Leaf,,,,,0.0220305622,34.9550934,
2457,351,4,351-4,Leaf,,,,,-0.0879858658,62.4655266,
2458,351,5,351-5,Leaf,,,,,0.00105166342,137.630539,
2459,351,6,351-6,Leaf,,,,,0.117551133,39.4472427,
2460,352,0,352-0,f44079,-0.5,352-1,352-2,352-1,6.55766487,504.617371,b001
2461,352,1,352-1,f37083,-0.5,352-3,352-4,352-3,3.63982201,34.6813354,b001
2462,352,2,352-2,f27680,0.5,352-5,352-6,352-5,7.06812859,469.936035,b100
2463,352,3,352-3,Leaf,,,,,0.0404247418,20.4833679,
2464,352,4,352-4,Leaf,,,,,0.236675382,14.1979656,
2465,352,5,352-5,Leaf,,,,,-0.0505006351,201.93306,
2466,352,6,352-6,Leaf,,,,,0.0236616805,268.00296,
2467,353,0,353-0,f29531,-0.5,353-1,353-2,353-1,4.13215303,304.621094,b001
2468,353,1,353-1,f39919,0.5,353-3,353-4,353-3,4.60346699,62.0677872,b100
2469,353,2,353-2,f22403,-0.5,353-5,353-6,353-5,4.93906641,242.553314,b001
2470,353,3,353-3,Leaf,,,,,0.0180794112,45.2247429,
2471,353,4,353-4,Leaf,,,,,0.198498905,16.8430443,
2472,353,5,353-5,Leaf,,,,,-0.105835065,44.5405464,
2473,353,6,353-6,Leaf,,,,,0.00371871586,198.012756,
2474,354,0,354-0,f25127,-0.5,354-1,354-2,354-1,4.10495138,213.028885,b001
2475,354,1,354-1,f6072,0.5,354-3,354-4,354-3,1.18174553,21.3082237,b100
2476,354,2,354-2,f38416,-0.5,354-5,354-6,354-5,4.45403194,191.720657,b001
2477,354,3,354-3,Leaf,,,,,-0.143986791,19.0959015,
2478,354,4,354-4,Leaf,,,,,0.06437397,2.212322,
2479,354,5,354-5,Leaf,,,,,0.0902147591,51.3266716,
2480,354,6,354-6,Leaf,,,,,-0.0122650331,140.393982,
2481,355,0,355-0,f710,0.5,355-1,355-2,355-1,4.66245699,170.070358,b100
2482,355,1,355-1,f25911,0.5,355-3,355-4,355-3,4.56408596,133.244583,b100
2483,355,2,355-2,f4293,0.5,355-5,355-6,355-5,2.68173933,36.8257828,b100
2484,355,3,355-3,Leaf,,,,,-0.0489155054,109.452667,
2485,355,4,355-4,Leaf,,,,,0.0936096087,23.791914,
2486,355,5,355-5,Leaf,,,,,0.130746573,31.0455685,
2487,355,6,355-6,Leaf,,,,,-0.080778636,5.78021193,
2488,356,0,356-0,f1985,0.5,356-1,356-2,356-1,4.72098207,318.100708,b100
2489,356,1,356-1,f44163,0.5,356-3,356-4,356-3,4.78168488,296.868195,b100
2490,356,2,356-2,f71,0.5,356-5,356-6,356-5,3.78649378,21.2325134,b100
2491,356,3,356-3,Leaf,,,,,-0.0598956831,106.846016,
2492,356,4,356-4,Leaf,,,,,0.0191270933,190.022202,
2493,356,5,356-5,Leaf,,,,,0.197644278,16.6851673,
2494,356,6,356-6,Leaf,,,,,-0.0934981778,4.54734707,
2495,357,0,357-0,f16430,0.5,357-1,357-2,357-1,3.80425048,194.882339,b100
2496,357,1,357-1,f41197,-0.5,357-3,357-4,357-3,3.69833064,183.41507,b001
2497,357,2,357-2,f43923,0.5,357-5,357-6,357-5,0.6757195,11.4672604,b100
2498,357,3,357-3,Leaf,,,,,0.101388343,22.387331,
2499,357,4,357-4,Leaf,,,,,-0.0262494199,161.02774,
2500,357,5,357-5,Leaf,,,,,0.182413191,10.4463186,
2501,357,6,357-6,Leaf,,,,,-0.0398020893,1.02094126,
2502,358,0,358-0,f37206,0.5,358-1,358-2,358-1,4.1899128,238.545197,b100
2503,358,1,358-1,f27089,-0.5,358-3,358-4,358-3,4.72390652,205.81926,b001
2504,358,2,358-2,f3387,0.5,358-5,358-6,358-5,1.91952777,32.7259369,b100
2505,358,3,358-3,Leaf,,,,,0.0743877962,70.6433945,
2506,358,4,358-4,Leaf,,,,,-0.0207933262,135.175858,
2507,358,5,358-5,Leaf,,,,,-0.121850185,30.5995502,
2508,358,6,358-6,Leaf,,,,,0.131673068,2.1263864,
2509,359,0,359-0,f28339,-0.5,359-1,359-2,359-1,2.76794004,137.455933,b001
2510,359,1,359-1,f43027,0.5,359-3,359-4,359-3,2.99151897,64.6920853,b100
2511,359,2,359-2,f27939,-0.5,359-5,359-6,359-5,8.59116268,72.763855,b001
2512,359,3,359-3,Leaf,,,,,0.00127056858,42.7439575,
2513,359,4,359-4,Leaf,,,,,-0.132980525,21.9481258,
2514,359,5,359-5,Leaf,,,,,0.154150173,31.6504498,
2515,359,6,359-6,Leaf,,,,,-0.0510892384,41.1134033,
2516,360,0,360-0,f28333,0.5,360-1,360-2,360-1,3.41862798,139.641403,b100
2517,360,1,360-1,f39677,0.5,360-3,360-4,360-3,4.02197218,113.204033,b100
2518,360,2,360-2,f32779,0.5,360-5,360-6,360-5,2.00686383,26.4373741,b100
2519,360,3,360-3,Leaf,,,,,-0.058282081,90.6917572,
2520,360,4,360-4,Leaf,,,,,0.0809698254,22.5122738,
2521,360,5,360-5,Leaf,,,,,0.118243814,23.3088303,
2522,360,6,360-6,Leaf,,,,,-0.112596147,3.12854314,
2523,361,0,361-0,f26178,0.5,361-1,361-2,361-1,3.55390239,198.648285,b100
2524,361,1,361-1,f1556,0.5,361-3,361-4,361-3,3.7658782,95.3707657,b100
2525,361,2,361-2,f25951,0.5,361-5,361-6,361-5,4.45388222,103.277519,b100
2526,361,3,361-3,Leaf,,,,,-0.0552213304,91.2954941,
2527,361,4,361-4,Leaf,,,,,0.210883617,4.0752697,
2528,361,5,361-5,Leaf,,,,,0.0812210292,69.4650269,
2529,361,6,361-6,Leaf,,,,,-0.0501752086,33.8125,
2530,362,0,362-0,f3799,0.5,362-1,362-2,362-1,3.86052203,271.514374,b100
2531,362,1,362-1,f8698,0.5,362-3,362-4,362-3,3.79286838,257.903137,b100
2532,362,2,362-2,Leaf,,,,,-0.149666041,13.6112232,
2533,362,3,362-3,Leaf,,,,,0.000190347753,245.028931,
2534,362,4,362-4,Leaf,,,,,0.161426768,12.8742085,
2535,363,0,363-0,f5963,0.5,363-1,363-2,363-1,6.40919399,497.765228,b100
2536,363,1,363-1,f1592,0.5,363-3,363-4,363-3,6.89858961,355.813324,b100
2537,363,2,363-2,f14107,0.5,363-5,363-6,363-5,3.71144676,141.951904,b100
2538,363,3,363-3,Leaf,,,,,-0.029124245,339.993896,
2539,363,4,363-4,Leaf,,,,,0.167749971,15.8194532,
2540,363,5,363-5,Leaf,,,,,0.0663314983,135.30304,
2541,363,6,363-6,Leaf,,,,,-0.1493994,6.64886045,
2542,364,0,364-0,f4690,0.5,364-1,364-2,364-1,3.9845047,301.583038,b100
2543,364,1,364-1,f45694,0.5,364-3,364-4,364-3,4.61829185,279.784912,b100
2544,364,2,364-2,f13,0.5,364-5,364-6,364-5,2.16203666,21.79813,b100
2545,364,3,364-3,Leaf,,,,,0.00911928341,230.269836,
2546,364,4,364-4,Leaf,,,,,-0.0910170525,49.5150871,
2547,364,5,364-5,Leaf,,,,,0.153623521,19.5574703,
2548,364,6,364-6,Leaf,,,,,-0.119443163,2.24065852,
2549,365,0,365-0,f6708,0.5,365-1,365-2,365-1,4.14133453,210.458939,b100
2550,365,1,365-1,f37016,0.5,365-3,365-4,365-3,5.37783909,189.299347,b100
2551,365,2,365-2,f1925,0.5,365-5,365-6,365-5,2.79714799,21.1595955,b100
2552,365,3,365-3,Leaf,,,,,-0.0494717062,126.152458,
2553,365,4,365-4,Leaf,,,,,0.0570938475,63.1468811,
2554,365,5,365-5,Leaf,,,,,0.165153623,18.3936825,
2555,365,6,365-6,Leaf,,,,,-0.12542446,2.76591277,
2556,366,0,366-0,f26483,0.5,366-1,366-2,366-1,4.56961536,166.379822,b100
2557,366,1,366-1,f28872,0.5,366-3,366-4,366-3,4.58563995,114.071533,b100
2558,366,2,366-2,f25914,0.5,366-5,366-6,366-5,4.57349968,52.3082924,b100
2559,366,3,366-3,Leaf,,,,,-0.0132173942,68.371933,
2560,366,4,366-4,Leaf,,,,,0.10857331,45.6995964,
2561,366,5,366-5,Leaf,,,,,-0.137783676,32.5353088,
2562,366,6,366-6,Leaf,,,,,0.0423985235,19.7729855,
2563,367,0,367-0,f41385,0.5,367-1,367-2,367-1,4.46934557,314.769745,b100
2564,367,1,367-1,f33362,0.5,367-3,367-4,367-3,5.39440632,216.712845,b100
2565,367,2,367-2,f41659,0.5,367-5,367-6,367-5,3.57593155,98.0568924,b100
2566,367,3,367-3,Leaf,,,,,-0.00158564223,166.97728,
2567,367,4,367-4,Leaf,,,,,0.110104389,49.7355652,
2568,367,5,367-5,Leaf,,,,,-0.0955082923,62.0835114,
2569,367,6,367-6,Leaf,,,,,0.0224871859,35.973381,
2570,368,0,368-0,f40016,0.5,368-1,368-2,368-1,3.57143211,192.448883,b100
2571,368,1,368-1,f44909,0.5,368-3,368-4,368-3,4.04085207,177.260345,b100
2572,368,2,368-2,f12245,0.5,368-5,368-6,368-5,0.420165062,15.1885424,b100
2573,368,3,368-3,Leaf,,,,,-0.00524950214,155.215866,
2574,368,4,368-4,Leaf,,,,,0.129349262,22.0444775,
2575,368,5,368-5,Leaf,,,,,-0.151205048,13.5633316,
2576,368,6,368-6,Leaf,,,,,0.0060320124,1.62521064,
2577,369,0,369-0,f1103,0.5,369-1,369-2,369-1,4.1163516,235.861618,b100
2578,369,1,369-1,f25735,-0.5,369-3,369-4,369-3,4.16374922,216.646362,b001
2579,369,2,369-2,f14354,0.5,369-5,369-6,369-5,0.595816374,19.2152462,b100
2580,369,3,369-3,Leaf,,,,,-0.0602456853,57.5093536,
2581,369,4,369-4,Leaf,,,,,0.0332767479,159.137024,
2582,369,5,369-5,Leaf,,,,,-0.145585611,18.210125,
2583,369,6,369-6,Leaf,,,,,0.0515215583,1.00512123,
2584,370,0,370-0,f26749,-0.5,370-1,370-2,370-1,2.67644787,134.134705,b001
2585,370,1,370-1,f22467,-0.5,370-3,370-4,370-3,2.3628912,64.3509979,b001
2586,370,2,370-2,f30145,0.5,370-5,370-6,370-5,3.62302876,69.7837067,b100
2587,370,3,370-3,Leaf,,,,,-0.131619468,18.3094749,
2588,370,4,370-4,Leaf,,,,,-0.00643862644,46.041523,
2589,370,5,370-5,Leaf,,,,,0.0874577165,47.1389885,
2590,370,6,370-6,Leaf,,,,,-0.056302283,22.6447163,
2591,371,0,371-0,f29107,0.5,371-1,371-2,371-1,3.16732717,136.410492,b100
2592,371,1,371-1,f37455,-0.5,371-3,371-4,371-3,4.04669809,120.301933,b001
2593,371,2,371-2,f1073,0.5,371-5,371-6,371-5,0.849821568,16.1085587,b100
2594,371,3,371-3,Leaf,,,,,0.114755176,24.8715115,
2595,371,4,371-4,Leaf,,,,,-0.018880792,95.4304276,
2596,371,5,371-5,Leaf,,,,,-0.147451654,14.967164,
2597,371,6,371-6,Leaf,,,,,0.0733658746,1.14139402,
2598,372,0,372-0,f839,0.5,372-1,372-2,372-1,3.49085784,195.419678,b100
2599,372,1,372-1,f26730,-0.5,372-3,372-4,372-3,5.71695518,144.954788,b001
2600,372,2,372-2,f15046,0.5,372-5,372-6,372-5,3.87958837,50.4648972,b100
2601,372,3,372-3,Leaf,,,,,0.109429501,46.3315506,
2602,372,4,372-4,Leaf,,,,,-0.0172700733,98.6232376,
2603,372,5,372-5,Leaf,,,,,-0.0826615468,49.3629837,
2604,372,6,372-6,Leaf,,,,,0.335958958,1.10191417,
2605,373,0,373-0,f41577,-0.5,373-1,373-2,373-1,3.74766755,269.096313,b001
2606,373,1,373-1,f41745,-0.5,373-3,373-4,373-3,3.84913182,83.9000015,b001
2607,373,2,373-2,f35428,-0.5,373-5,373-6,373-5,3.79545307,185.19632,b001
2608,373,3,373-3,Leaf,,,,,0.0191928148,66.5632401,
2609,373,4,373-4,Leaf,,,,,0.174795717,17.3367634,
2610,373,5,373-5,Leaf,,,,,0.026636282,78.8975677,
2611,373,6,373-6,Leaf,,,,,-0.0597953461,106.298752,
2612,374,0,374-0,f2332,0.5,374-1,374-2,374-1,5.92709494,489.946411,b100
2613,374,1,374-1,f45128,0.5,374-3,374-4,374-3,6.43895817,328.211975,b100
2614,374,2,374-2,f31542,-0.5,374-5,374-6,374-5,5.36466503,161.734421,b001
2615,374,3,374-3,Leaf,,,,,-0.0437654443,258.59256,
2616,374,4,374-4,Leaf,,,,,0.0584455431,69.6194077,
2617,374,5,374-5,Leaf,,,,,0.107332624,73.4464417,
2618,374,6,374-6,Leaf,,,,,-0.00198047934,88.2879868,
2619,375,0,375-0,f33213,0.5,375-1,375-2,375-1,4.19483757,298.467499,b100
2620,375,1,375-1,f931,0.5,375-3,375-4,375-3,4.51610756,202.796783,b100
2621,375,2,375-2,f24931,0.5,375-5,375-6,375-5,4.50905228,95.6707077,b100
2622,375,3,375-3,Leaf,,,,,-0.0388828442,181.356476,
2623,375,4,375-4,Leaf,,,,,0.103835538,21.4403,
2624,375,5,375-5,Leaf,,,,,0.0857002437,75.7993164,
2625,375,6,375-6,Leaf,,,,,-0.0720782205,19.8713932,
2626,376,0,376-0,f45094,0.5,376-1,376-2,376-1,3.97952104,206.572678,b100
2627,376,1,376-1,f1925,0.5,376-3,376-4,376-3,3.71272135,190.765106,b100
2628,376,2,376-2,f3259,0.5,376-5,376-6,376-5,0.772286892,15.8075686,b100
2629,376,3,376-3,Leaf,,,,,0.0246819519,177.159286,
2630,376,4,376-4,Leaf,,,,,-0.132687569,13.6058302,
2631,376,5,376-5,Leaf,,,,,-0.161672816,14.0467091,
2632,376,6,376-6,Leaf,,,,,0.0323856622,1.76085913,
2633,377,0,377-0,f31080,0.5,377-1,377-2,377-1,4.36277008,162.221497,b100
2634,377,1,377-1,f6836,0.5,377-3,377-4,377-3,4.09496403,86.8214264,b100
2635,377,2,377-2,f39033,-0.5,377-5,377-6,377-5,5.31233692,75.4000626,b001
2636,377,3,377-3,Leaf,,,,,-0.0756252259,69.5430145,
2637,377,4,377-4,Leaf,,,,,0.084108077,17.2784138,
2638,377,5,377-5,Leaf,,,,,-0.0942675471,16.0449944,
2639,377,6,377-6,Leaf,,,,,0.0959809422,59.3550682,
2640,378,0,378-0,f7047,0.5,378-1,378-2,378-1,4.23464584,311.026031,b100
2641,378,1,378-1,f4044,0.5,378-3,378-4,378-3,4.97819662,284.004181,b100
2642,378,2,378-2,f9041,0.5,378-5,378-6,378-5,2.88900995,27.021862,b100
2643,378,3,378-3,Leaf,,,,,-0.0181484986,273.529816,
2644,378,4,378-4,Leaf,,,,,0.183564454,10.4743528,
2645,378,5,378-5,Leaf,,,,,0.148366347,23.7737522,
2646,378,6,378-6,Leaf,,,,,-0.125585139,3.24811125,
2647,379,0,379-0,f14189,0.5,379-1,379-2,379-1,3.5562737,191.69455,b100
2648,379,1,379-1,f25416,0.5,379-3,379-4,379-3,4.56585217,165.860931,b100
2649,379,2,379-2,f12319,0.5,379-5,379-6,379-5,2.20445132,25.8336239,b100
2650,379,3,379-3,Leaf,,,,,-0.0394109003,137.065002,
2651,379,4,379-4,Leaf,,,,,0.0901219845,28.7959175,
2652,379,5,379-5,Leaf,,,,,0.169669971,15.4137411,
2653,379,6,379-6,Leaf,,,,,-0.00618640939,10.4198828,
2654,380,0,380-0,f4623,0.5,380-1,380-2,380-1,3.88301802,232.73616,b100
2655,380,1,380-1,f2636,0.5,380-3,380-4,380-3,3.9662261,210.706924,b100
2656,380,2,380-2,f13742,0.5,380-5,380-6,380-5,0.548263788,22.0292397,b100
2657,380,3,380-3,Leaf,,,,,-0.00143386528,198.090591,
2658,380,4,380-4,Leaf,,,,,0.16594398,12.616333,
2659,380,5,380-5,Leaf,,,,,-0.134103641,20.2049179,
2660,380,6,380-6,Leaf,,,,,0.0251805708,1.82432222,
2661,381,0,381-0,f35796,0.5,381-1,381-2,381-1,2.73487067,131.979218,b100
2662,381,1,381-1,f1518,0.5,381-3,381-4,381-3,2.46029425,69.9546585,b100
2663,381,2,381-2,f33363,-0.5,381-5,381-6,381-5,3.00854445,62.0245628,b001
2664,381,3,381-3,Leaf,,,,,-0.0506215356,68.1972809,
2665,381,4,381-4,Leaf,,,,,0.239378735,1.75737762,
2666,381,5,381-5,Leaf,,,,,-0.0671389624,15.1847229,
2667,381,6,381-6,Leaf,,,,,0.0830630064,46.8398399,
2668,382,0,382-0,f2872,0.5,382-1,382-2,382-1,3.00428724,134.075592,b100
2669,382,1,382-1,f37163,-0.5,382-3,382-4,382-3,3.35995245,96.1078644,b001
2670,382,2,382-2,f37688,-0.5,382-5,382-6,382-5,2.91745687,37.9677277,b001
2671,382,3,382-3,Leaf,,,,,-0.0949010178,17.5570316,
2672,382,4,382-4,Leaf,,,,,0.0469579361,78.5508347,
2673,382,5,382-5,Leaf,,,,,0.0765897557,7.9211278,
2674,382,6,382-6,Leaf,,,,,-0.12026567,30.0466003,
2675,383,0,383-0,f36399,0.5,383-1,383-2,383-1,3.32567334,191.863571,b100
2676,383,1,383-1,f27713,0.5,383-3,383-4,383-3,4.09377241,145.335617,b100
2677,383,2,383-2,f152,0.5,383-5,383-6,383-5,1.75310969,46.5279617,b100
2678,383,3,383-3,Leaf,,,,,-0.0197187681,85.8331223,
2679,383,4,383-4,Leaf,,,,,0.0819988102,59.502491,
2680,383,5,383-5,Leaf,,,,,-0.0843831003,43.8086586,
2681,383,6,383-6,Leaf,,,,,0.133117005,2.71930242,
2682,384,0,384-0,f37138,0.5,384-1,384-2,384-1,3.52669406,265.574921,b100
2683,384,1,384-1,f439,0.5,384-3,384-4,384-3,3.99225044,229.055176,b100
2684,384,2,384-2,f42020,0.5,384-5,384-6,384-5,2.46733379,36.5197449,b100
2685,384,3,384-3,Leaf,,,,,-0.00764594506,173.740295,
2686,384,4,384-4,Leaf,,,,,0.0842321292,55.3148766,
2687,384,5,384-5,Leaf,,,,,-0.126957595,27.8083916,
2688,384,6,384-6,Leaf,,,,,0.0506067425,8.71135521,
2689,385,0,385-0,f46293,-0.5,385-1,385-2,385-1,5.83728075,481.366669,b001
2690,385,1,385-1,f25938,-0.5,385-3,385-4,385-3,3.18068266,85.2270966,b001
2691,385,2,385-2,f42441,-0.5,385-5,385-6,385-5,7.47349072,396.139587,b001
2692,385,3,385-3,Leaf,,,,,-0.0196947753,49.4765778,
2693,385,4,385-4,Leaf,,,,,-0.13668564,35.750515,
2694,385,5,385-5,Leaf,,,,,0.0795247257,117.276451,
2695,385,6,385-6,Leaf,,,,,-0.0104383975,278.863129,
2696,386,0,386-0,f31543,-0.5,386-1,386-2,386-1,3.86631584,293.958374,b001
2697,386,1,386-1,f3843,0.5,386-3,386-4,386-3,4.31662035,124.337982,b100
2698,386,2,386-2,f4973,0.5,386-5,386-6,386-5,3.78934193,169.620392,b100
2699,386,3,386-3,Leaf,,,,,0.0149940262,102.787628,
2700,386,4,386-4,Leaf,,,,,0.160121948,21.5503597,
2701,386,5,386-5,Leaf,,,,,-0.0383066237,161.941284,
2702,386,6,386-6,Leaf,,,,,0.165367708,7.67910719,
2703,387,0,387-0,f17448,0.5,387-1,387-2,387-1,3.78777385,204.054321,b100
2704,387,1,387-1,f11763,0.5,387-3,387-4,387-3,3.65817261,192.110992,b100
2705,387,2,387-2,f4680,0.5,387-5,387-6,387-5,1.95210099,11.943325,b100
2706,387,3,387-3,Leaf,,,,,-0.0274944175,164.950363,
2707,387,4,387-4,Leaf,,,,,0.0894667208,27.1606293,
2708,387,5,387-5,Leaf,,,,,0.202151671,10.4009285,
2709,387,6,387-6,Leaf,,,,,-0.106925867,1.54239666,
2710,388,0,388-0,f1437,0.5,388-1,388-2,388-1,4.14803028,157.456192,b100
2711,388,1,388-1,f29850,-0.5,388-3,388-4,388-3,4.60273075,120.945053,b001
2712,388,2,388-2,f439,0.5,388-5,388-6,388-5,2.29766226,36.5111313,b100
2713,388,3,388-3,Leaf,,,,,0.0394043848,54.7240868,
2714,388,4,388-4,Leaf,,,,,-0.0772833079,66.2209702,
2715,388,5,388-5,Leaf,,,,,0.130518466,27.7956638,
2716,388,6,388-6,Leaf,,,,,-0.0413520485,8.7154665,
2717,389,0,389-0,f33136,-0.5,389-1,389-2,389-1,3.95255756,307.785522,b001
